Client,word,machine_translation,human_translation,theme,category,description,earliest event type,earliest event date,latest event type,latest event date
YY,天安门 二十七年,Tiananmen twenty-seven years,,Event,Tiananmen Square ,2016 is the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,拖拉机 天安门,Tractor Tiananmen,,Event,Tiananmen Square ,"Reference to a comparison drawn by Li Ao,  a Chinese-Taiwanese writer, between the US government's use of tractors to crack down on protesters in 1932 and China's use of tanks on civilians in 1989",add,2016-06-07,last_seen,2016-09-09
YY,天安门 敏感词,Tiananmen sensitive words,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,寻找 坦克,Looking for tanks,,Event,Tiananmen Square ,"Reference to efforts to locate the iconic ""tank man""               ",add,2016-06-07,last_seen,2016-09-09
YY,坦克 白衬衫, Tank white shirt,,Event,Tiananmen Square ,“Tank man” who stood in front of a column of tanks during the Tiananmen Movement was wearing a white shirt,add,2016-06-07,last_seen,2016-09-09
YY,赵威 狱中,Zhao Wei prison,,Event,Tiananmen Square ,"Zhao Wei, an assistant to rights lawyer Li Heping, who was imprisoned since Jan 8, 2016 for ""subverting state power"". She was reportedly sexually assaulted during imprisonment",add,2016-06-07,last_seen,2016-09-09
YY,特朗普 六四,Trump sixty-four,Trump June 4,Event,Tiananmen Square ,"Donald Trump described the Tiananmen Movement as a ""riot"" in a televised debate on March 10, 2016",add,2016-06-07,last_seen,2016-09-09
YY,玫瑰团队,Rose Team,,Event,Tiananmen Square ,A civil society organization established by Chinese citizen Qin Yongmin,add,2016-06-07,last_seen,2016-09-09
YY,郭宝胜 被捕,Guo Baosheng arrested,,Event,Tiananmen Square ,Student protester during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,张永宁 T恤,Zhang Yongning T-shirt,,Event,Tiananmen Square ,"Producer of the movie Lan Yu,  a gay-themed Hong Kong-Chinese film; an author with the same name wrote an article recalling the June 4 event: http://ec2-52-50-12-112.eu-west-1.compute.amazonaws.com/news/gb/pubvp/2014/05/201405110142.shtml#.V8RbA2QrK90",add,2016-06-07,last_seen,2016-09-09
YY,费良勇 德国, Fee Liangyong Germany,Fei Liangyong Germany,Event,Tiananmen Square ,Human rights activist involved in a sex scandal with another activist married to a German,add,2016-06-07,last_seen,2016-09-09
YY,赫建 采访,Built an interview,Hao Jian Interview,Event,Tiananmen Square ,Reference to an interview with a Tiananmen Movement supporter,add,2016-06-07,last_seen,2016-09-09
YY,邓丽君 舞台剧,Teresa Stage Play,Deng Lijun Stage Play,Event,Tiananmen Square ,"Deng Lijun, aka Teresa Teng, was a Taiwanese pop singer She was supportive of the students during the Tiananmen Movement.",add,2016-06-07,last_seen,2016-09-09
YY,六四 学潮,Sixty-four Student Strike,June 4 student strike,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四 27年,Sixty-four 27 years,June 4 27 years,Event,Tiananmen Square ,2016 is the 27th annivesary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四 遇难,Sixty-four killed,June 4 victim,Event,Tiananmen Square ,Reference to victims of Tiananmen Square Massacre ,add,2016-06-07,last_seen,2016-09-09
YY,六四 邓小平, Sixty-four Deng Xiaoping,June 4 Deng Xiaoping,Event,Tiananmen Square ,"Deng Xiaoping was the de factor ""paramount leader"" in 1989 and he believed the protests to be a political threat, and resolved to use force",add,2016-06-07,last_seen,2016-09-09
YY,六四 中共, Sixty-four CCP,June 4 CCP,Event,Tiananmen Square ,Reference to CPC policies regarding the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四 39军,Sixty-four 39 Jun,June 4 39th Group Army,Event,Tiananmen Square ,39th Army was one of the units sent to Beijing to crack down protesters. There was insorbination in its 116th Division,add,2016-06-07,last_seen,2016-09-09
YY,六四 清场,People's Liberation Army at Tiananmen Square protests of 1989,June 4 clearance,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四 呼吁,Sixty-four appeal,June 4 advocate,Event,Tiananmen Square ,A call for the Chinese government to investigate and redress human rights abuses during the June 4 1989 crackdown.,add,2016-06-07,last_seen,2016-09-09
YY,陆4,Land 4,Land 4,Event,Tiananmen Square ,"The pronounciation of ""land"" is similar to ""six"" in Chinese, a reference to Tiananmen Movement",add,2016-06-07,last_seen,2016-09-09
YY,64 学潮,64 Student Strike,64 Student Strike,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64 27年,Year 6427,64 27 Years,Event,Tiananmen Square ,2016 is the 27th annivesary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64 遇难,64 killed,64 victims,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64 邓小平,64 Deng Xiaoping,,Event,Tiananmen Square ,"Deng Xiaoping was the de factor ""paramount leader"" in 1989 and he believed the protests to be a political threat, and resolved to use force",add,2016-06-07,last_seen,2016-09-09
YY,64 中共,64 CPC,64 Chinese Communist Party,Event,Tiananmen Square ,Reference to CPC policies regarding the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64 39军,6439 Army,64 39th Group Army,Event,Tiananmen Square ,39th Army was one of the units sent to Beijing to crack down protesters. There was insorbination in its 116th Division,add,2016-06-07,last_seen,2016-09-09
YY,64 清场,64 clearance,,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64 呼吁,64 appeals,64 advocate,Event,Tiananmen Square ,A call for the Chinese government to investigate and redress human rights abuses during the June 4 1989 crackdown.,add,2016-06-07,last_seen,2016-09-09
YY,八的平方,Square eight,Square of 8,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,first_seen,2015-06-01,last_seen,2016-09-09
YY,捌玖年,Ba Jiu Year,89 year,Event,Tiananmen Square ,"The first two characters ""捌"" ""玖"" mean ""8"" and ""9""",add,2016-06-07,last_seen,2016-09-09
YY,八九 二十七年,Eighty-nine twenty-seven years,89 twenty-seven years,Event,Tiananmen Square ,2016 is the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九 遇难,Eighty-nine killed,89 victims,Event,Tiananmen Square ,Reference to victims of Tiananmen Square Massacre ,add,2016-06-07,last_seen,2016-09-09
YY,八九 邓小平,Eighty-nine Deng Xiaoping,89 Deng Xiaoping,Event,Tiananmen Square ,"Deng Xiaoping was the de factor ""paramount leader"" in 1989 and he believed the protests to be a political threat, and resolved to use force",add,2016-06-07,last_seen,2016-09-09
YY,八九 中共,Eighty-nine CCP,89 Chinese Communist party,Event,Tiananmen Square ,Reference to CPC policies regarding the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九 39军,Eighty-nine 39 Jun,89 39th Group Army,Event,Tiananmen Square ,"Producer of the movie Lan Yu,  a gay-themed Hong Kong-Chinese film",add,2016-06-07,last_seen,2016-09-09
YY,八九 清场, Eighty-nine clearance,89 clearance,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九 呼吁,Eighty-nine appeal,89 advocate,Event,Tiananmen Square ,A call for the Chinese government to investigate and redress human rights abuses during the June 4 1989 crackdown.,add,2016-06-07,last_seen,2016-09-09
YY,八九 屠城,Eighty-nine massacre,89 massacre,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,89 遇难,89 killed,89 victims,Event,Tiananmen Square ,Reference to victims of Tiananmen Square Massacre ,add,2016-06-07,last_seen,2016-09-09
YY,89 邓小平,89 Deng Xiaoping,,Event,Tiananmen Square ,"Deng Xiaoping was the de factor ""paramount leader"" in 1989 and he believed the protests to be a political threat, and resolved to use force",add,2016-06-07,last_seen,2016-09-09
YY,89 中共,89 CPC,89 Chinese Communist Party,Event,Tiananmen Square ,Reference to CPC policies regarding the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89 39军,8939 Army,89 39th Group Army,Event,Tiananmen Square ,39th Army was one of the units sent to Beijing to crack down protesters. There was insorbination in its 116th Division,add,2016-06-07,last_seen,2016-09-09
YY,89 清场,89 clearance,,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89 呼吁,89 appeals,89 advocate,Event,Tiananmen Square ,A call for the Chinese government to investigate and redress human rights abuses during the June 4 1989 crackdown.,add,2016-06-07,last_seen,2016-09-09
YY,89之光,89 Light,light of 89,Event,Tiananmen Square ,"the title of a document film on the Tiananmen Movement, scheduled to be released on the 27th anniversary of the movement",add,2016-06-07,last_seen,2016-09-09
YY,89爱国运动,89 Patriotic Movement,,Event,Tiananmen Square ,"Some activists advocate dubbing the Tiananmen Movement as ""the 1989 Student Patriotic Movement""",add,2016-06-07,last_seen,2016-09-09
YY,北京 学潮,Beijing student movement,,Event,Tiananmen Square , a reference to the student protests in the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,北京 清场, Beijing Clearance,,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,北京 学生领袖,Beijing student leaders,,Event,Tiananmen Square ,a reference to the student leaders in the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,木樨地甩站,Sweetclover rejection station,Muxidi Subway Station ,Event,Tiananmen Square ,Muxidi was the area where there were most deaths and injuries during the Tiananmen Movement ,add,2016-06-07,last_seen,2016-09-09
YY,天安门 血,Tiananmen blood,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,天安门 27年,Tiananmen Square 27 years,,Event,Tiananmen Square ,2016 is the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,天安门母亲,Tiananmen Mothers,,Event,Tiananmen Square ,"a group of Chinese democracy activists--primarily comprising the parents, friends and relatives of victims of the massacre-- promoting a change in the government's position over the suppression of the Tiananmen Movement",first_seen,2015-06-01,last_seen,2016-09-09
YY,毋忘六四,Not forget sixty-four,Never Forget June 4,Event,Tiananmen Square ,Reference to a banner on Kowloon slope in Hong Kong around the 27th anniversary of the Tiananmen Movement,first_seen,2015-06-01,last_seen,2016-09-09
YY,六四 无日无之,Sixty-four almost every day,June 4 almost every day,Event,Tiananmen Square ,likely criticizing the CCP's harsh positions on the Tiananmen Movement and its supporters,add,2016-06-07,last_seen,2016-09-09
YY,符海陆, Fu sea,Fu Hailu,Event,Tiananmen Square ,"Chinese citizen who created the meme of ""eight wine six four"" was arrested for ""subverting state power"" around the 27th anniversary of the Tiananmen Movement. ""Wine"" in Chinese has the same pronounciation as ""nine""",add,2016-06-07,last_seen,2016-09-09
YY,考拉 狱中,Koala prison,,Event,Tiananmen Square ,"""Koala"" is the online name for Zhao Wei, 25-year-old female assistant to rights lawyer Li Heping, was imprisoned since Jan 8, 2016 for ""subverting state power""",add,2016-06-07,last_seen,2016-09-09
YY,川普 六四,Trump sixty-four,Trump June 4,Event,Tiananmen Square ,"Donald Trump described the Tiananmen Movement as a ""riot"" in a televised debate on March 10, 2016; ""chuanpu"" is the Cantonese direct translation of ""Trump""",add,2016-06-07,last_seen,2016-09-09
YY,于世文 绝食, Wen world hunger,Yu Shiwen hunger strike,Event,Tiananmen Square ,"On April 27, 2016 Chinese activist Yu Shiwen went on hunger strike to commemorate June 4 1989",add,2016-06-07,last_seen,2016-09-09
YY,徐琳 歌曲, Xu Lin songs,,Event,Tiananmen Square ,Chinese dissident who wrote songs critical of the CPC,add,2016-06-07,last_seen,2016-09-09
YY,张永宁 纪念, Zhang Yongning Memorial,,Event,Tiananmen Square ,"Producer of ""Lan Yu"", a gay-themed Hong Kong-Chinese film, set in Beijing in China. 2015 is the 15th anniversray of its first release; an author with the same name wrote an article recalling the June 4 event: http://ec2-52-50-12-112.eu-west-1.compute.amazonaws.com/news/gb/pubvp/2014/05/201405110142.shtml#.V8RbA2QrK90",add,2016-06-07,last_seen,2016-09-09
YY,王策 西班牙,Wang Ce Spain,,Event,Tiananmen Square ,Wang Ce is a pro-democracy advocate who reside in Spain now,add,2016-06-07,last_seen,2016-09-09
YY,徐彩虹 北京,Xu Caihong Beijing,,Event,Tiananmen Square ,Chinese dissident detained for participating in the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,绿叶行动, Green Leaf action,,Event,Tiananmen Square ,"Movement initiated by Chinese citizens, demanding the govt to protect every citizen's human rights such as equal health care system, food safety, and environemntal protection. Tan Zuoren, one of the founders of the movement, contributed to an article entitled ""1989: A Witness to the Last Beauty: An Eyestness' Tiananmen Squar Diary"" in 2007 and published it online.",add,2016-06-07,last_seen,2016-09-09
YY,六四北京, Sixty-four Beijing,June 4 Beijing,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,六四八九,Six thousand four hundred eighty-nine,June 4 89,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,六四军队,Sixty-four army,June 4 army,Event,Tiananmen Square ,Reference to military's role in the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,六四胡耀邦, Sixty-four Hu Yaobang,June 4 Hu Yaobang,Event,Tiananmen Square ,"The death of Hu Yaobang, the popular CPC general secretary (1982 to 1987), on April 15, 1989 provided the intial impetus for students to gather in large numbers and culminated on the night of June 3-4",add,2016-06-07,last_seen,2016-09-09
YY,六四民主,Sixty-four democracy,June 4 democracy,Event,Tiananmen Square ,Democracy is one of the demands the students called for during the Tiananmen Square protests,add,2016-06-07,last_seen,2016-09-09
YY,六四绝食,Sixty-four hunger strike,June 4 hunger strike,Event,Tiananmen Square ,many protestors and supporters of the Tiananmen Movement have had gone on hunger strikes ,first_seen,2015-06-01,last_seen,2016-09-09
YY,六四纪念,Sixty-four Memorial,June 4 memorial,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四香港,Sixty-four Hong Kong,June 4 Hong Kong,Event,Tiananmen Square ,Reference to annual memorials for the Tiananmen Movement in Hong Kong,add,2016-06-07,last_seen,2016-09-09
YY,64北京,64 Beijing,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64八九,64 eighty-nine,64 89,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64军队,64 army,,Event,Tiananmen Square ,a reference to the military's role in the Tiananmen Movement in 1989,add,2016-06-07,last_seen,2016-09-09
YY,64胡耀邦,64 Hu Yaobang,,Event,Tiananmen Square ,"The death of Hu Yaobang, the popular CPC general secretary (1982 to 1987), on April 15, 1989 provided the intial impetus for students to gather in large numbers and culminated on the night of June 3-4",add,2016-06-07,last_seen,2016-09-09
YY,64民主,64 democracy,,Event,Tiananmen Square ,Democracy is one of the demands the students called for during the Tiananmen Square protests,add,2016-06-07,last_seen,2016-09-09
YY,64绝食,64 hunger strike,,Event,Tiananmen Square ,many protestors and supporters of the Tiananmen Movement have had gone on hunger strikes ,add,2016-06-07,last_seen,2016-09-09
YY,64香港,64 Hong Kong,,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九学潮,Eighty-nine Student Strike,89 student strike,Event,Tiananmen Square ,"a commonly used term to refer to the Tiananmen Movement, especially in Hong Kong",first_seen,2015-06-01,last_seen,2016-09-09
YY,八九北京,Eighty-nine Beijing,89 Beijing,Event,Tiananmen Square ,a reference to the Tiananmen Movement in Beijing in 1989,add,2016-06-07,last_seen,2016-09-09
YY,八九军队, Eighty-nine army,89 army,Event,Tiananmen Square ,a reference to the military's role in the Tiananmen Movement in 1989,add,2016-06-07,last_seen,2016-09-09
YY,八九胡耀邦, Eighty-nine Hu Yaobang,89 Hu Yaobang,Event,Tiananmen Square ,"The death of Hu Yaobang, the popular CPC general secretary (1982 to 1987), on April 15, 1989 provided the intial impetus for students to gather in large numbers and culminated on the night of June 3-4",add,2016-06-07,last_seen,2016-09-09
YY,八九民主,Eighty-nine democracy,89 democracy,Event,Tiananmen Square ,Democracy is one of the demands the students called for during the Tiananmen Square protests,add,2016-06-07,last_seen,2016-09-09
YY,八九绝食,Eighty-nine hunger strike,89 hunger strike,Event,Tiananmen Square ,many protestors and supporters of the Tiananmen Movement have had gone on hunger strikes ,add,2016-06-07,last_seen,2016-09-09
YY,八九纪念,Eighty-nine Memorial,89 memorial,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九香港,Eighty-nine Hong Kong,89 Hong Kong,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement in Hong Kong,add,2016-06-07,last_seen,2016-09-09
YY,89北京,89 Beijing,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89军队,89 army,,Event,Tiananmen Square ,Reference to the military's role in the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,89胡耀邦,89 Hu Yaobang,,Event,Tiananmen Square ,"The death of Hu Yaobang, the popular CPC general secretary (1982 to 1987), on April 15, 1989 provided the intial impetus for students to gather in large numbers and culminated on the night of June 3-4",add,2016-06-07,last_seen,2016-09-09
YY,89民主,89 democracy,,Event,Tiananmen Square ,Democracy is one of the demands the students called for during the Tiananmen Square protests,add,2016-06-07,last_seen,2016-09-09
YY,89绝食,89 hunger strike,,Event,Tiananmen Square ,many protestors and supporters of the Tiananmen Movement have had gone on hunger strikes ,add,2016-06-07,last_seen,2016-09-09
YY,89纪念,89 Memorial,,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89香港,89 Hong Kong,,Event,Tiananmen Square ,likely referring to annual memorials for the Tiananmen Movement in Hong Kong,add,2016-06-07,last_seen,2016-09-09
YY,北京政治风波,Beijing political storm,,Event,Tiananmen Square ,"""Storm"" or ""political storm"" was one of the CCP's official terms to refer to the Tiananmen Movement  ",add,2016-06-07,last_seen,2016-09-09
YY,北京27年,Beijing 27 years,,Event,Tiananmen Square ,2016 is the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,北京血腥,Beijing bloody,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,木樨地纪念,Memorial Sweetclover,Muxidi Memorials,Event,Tiananmen Square ,Muxidi was the area where there were most deaths and injuries during the Tiananmen Movement ,add,2016-06-07,last_seen,2016-09-09
YY,天安门黑衫,Tiananmen Blackshirts,,Event,Tiananmen Square ,"likely referring to the memorial movement intiatied by Internet users in 2012, advocating Chinese people around the world to wear black shirt on June 4 to commenmorate Tiananmen Movement and protest against the CCP's tyranny",add,2016-06-07,last_seen,2016-09-09
YY,天安门清场,Tiananmen clearance,,Event,Tiananmen Square ,Reference to the enactment of martial law during the Tiananmen Movement,first_seen,2015-06-01,last_seen,2016-09-09
YY,广场坦克,Square tank,,Event,Tiananmen Square ,tanks were employed to advance on Beijing city from all directions during the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,北京黑衫, Beijing Blackshirts,,Event,Tiananmen Square ,"likely referring to the memorial movement intiatied by Internet users in 2012, advocating Chinese people around the world to wear black shirt on June 4 to commenmorate Tiananmen Movement and protest against the CCP's tyranny",add,2016-06-07,last_seen,2016-09-09
YY,港人游行,Hong Kong parade,,Event,Tiananmen Square ,Reference to Hong Kong memorials for the Tiananmen Movement ,add,2016-06-07,last_seen,2016-09-09
YY,寻找王维林, Looking Wang Weilin,Looking For Wang Weilin,Event,Tiananmen Square ,"Wang Weilin is believed to be the ""tank man"" in the June 4 Incidence, whose whereabout is unknown so far",add,2016-06-07,last_seen,2016-09-09
YY,郭飞雄公开信,Guo Feixiong open letter,,Event,Tiananmen Square ,"An open letter to Chinese President Xi Jinping and Premier Li Keqiang written by activist Guo Feixiong's wife Zhang Qiang, demanding the release of Guo ",add,2016-06-07,last_seen,2016-09-09
YY,唐荆陵绝食,Tang Jingling hunger strike,,Event,Tiananmen Square ,Tang JIngling was a rights lawyer who went on hunger strike to support Guo Feixiong,add,2016-06-07,last_seen,2016-09-09
YY,张善光学生,Student Zhang Shanguang,,Event,Tiananmen Square ,Zhang Shanguang is one of the protestors int he Tiananmen Movement and remains a dissident till today,add,2016-06-07,last_seen,2016-09-09
YY,徐彩虹被捕, Xu Caihong arrested,,Event,Tiananmen Square ,Chinese dissident detained for participating in the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四学生,Sixty-four students,June 4 student,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,8964,,,Event,Tiananmen Square ,"Reference to the Tiananmen Square protests and crackdown on June 4, 1989. For more information, please see: http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989.",add,2016-06-07,del,2016-07-05
Sina Show,8964,,,Event,Tiananmen Square ,"Reference to the Tiananmen Square protests and crackdown on June 4, 1989. For more information, please see: http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989.",first_seen,2015-08-30,last_seen,2016-07-12
YY,六四坦克,Sixty-four tank,June 4 tank,Event,Tiananmen Square ,Tanks advanced on Tiananmen Square on June 4 1989,first_seen,2015-06-01,last_seen,2016-09-09
YY,六四赵紫阳,Sixty-four Zhao Ziyang,June 4 Zhao Ziyang,Event,Tiananmen Square ,Zhao Ziyang was the Party General Secretary in 1989 and treated the protesters sympathetically,add,2016-06-07,last_seen,2016-09-09
YY,六四政府,Sixty-four government,June 4 government,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四示威,Sixty-four demonstrations,June 4 demostration,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四悼念, Sixty-four Tribute,June 4 memorial,Event,Tiananmen Square ,Likely referring to memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,六四重返, Sixty-four return,June 4 return,Event,Tiananmen Square ,Some activsts advocate returing to or occupying Tiananmen Squre on June 4 to symbolize their protests,add,2016-06-07,last_seen,2016-09-09
YY,64学生,64 students,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64殇,64 Shame,64 death,Event,Tiananmen Square ,"The Chinese character ""殇"" means ""those who die before adulthood"" or ""those who die in wars fighting for their country""",add,2016-06-07,last_seen,2016-09-09
YY,64坦克,64 tanks,,Event,Tiananmen Square ,Tanks advanced on Tiananmen Square on June 4 1989,add,2016-06-07,last_seen,2016-09-09
YY,64赵紫阳,64 Zhao Ziyang,,Event,Tiananmen Square ,Zhao Ziyang was the Party General Secretary in 1989 and treated the protesters sympathetically,add,2016-06-07,last_seen,2016-09-09
YY,64政府,64 government,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64示威,64 demonstrators,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64悼念,64 memorial,64 demostration,Event,Tiananmen Square ,Reference to annual memorials for the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,64重返,64 return,,Event,Tiananmen Square ,Some activsts advocate returing to or occupying Tiananmen Squre on June 4 to symbolize their protests,add,2016-06-07,last_seen,2016-09-09
YY,八九学生, Eighty-nine students,89 student,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九坦克,Eighty-nine tank,89 tank,Event,Tiananmen Square ,Tanks advanced on Tiananmen Square on June 4 1989,add,2016-06-07,last_seen,2016-09-09
YY,八九赵紫阳,Eighty-nine Zhao Ziyang,89 Zhao Ziyang,Event,Tiananmen Square ,Zhao Ziyang was the Party General Secretary in 1989 and treated the protesters sympathetically,add,2016-06-07,last_seen,2016-09-09
YY,八九政府,Eighty-nine government,89 government,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九示威,Eighty-nine demonstrations,89 demostration,Event,Tiananmen Square ,Reference to demonstrations during the June 4 1989 Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九悼念,Eighty-nine Tribute,89 memorial,Event,Tiananmen Square ,Reference to the memorials for the 1989 Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,八九重返, Eighty-nine return,89 return,Event,Tiananmen Square ,Some activsts advocate returing to or occupying Tiananmen Squre on June 4 to symbolize their protests,add,2016-06-07,last_seen,2016-09-09
YY,89学生,89 students,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89坦克,89 tanks,,Event,Tiananmen Square ,Tanks advanced on Tiananmen Square on June 4 1989,add,2016-06-07,last_seen,2016-09-09
YY,89赵紫阳,89 Zhao Ziyang,,Event,Tiananmen Square ,Zhao Ziyang was the Party General Secretary in 1989 and treated the protesters sympathetically,add,2016-06-07,last_seen,2016-09-09
YY,89政府,89 government,,Event,Tiananmen Square ,a reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89示威,89 demonstrators,,Event,Tiananmen Square ,a reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89悼念,89 memorial,,Event,Tiananmen Square ,Reference to the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,89重返,89 return,,Event,Tiananmen Square ,Some activsts advocate returing to or occupying Tiananmen Squre on June 4 to symbolize their protests,add,2016-06-07,last_seen,2016-09-09
YY,春夏之交风波,Spring and summer storm,turmoil between spring and summer,Event,Tiananmen Square ,"""Political turmoil between the Spring and Summer of 1989"" is the CCP's official term to refer to the Tiananmen Movement",add,2016-06-07,last_seen,2016-09-09
YY,北京二十七年,Beijing twenty-seven years,,Event,Tiananmen Square ,2016 is the 27th anniversary of the Tiananmen Movement,add,2016-06-07,last_seen,2016-09-09
YY,39军进京,39 Jun Beijing,39th Group Army enter Beijing,Event,Tiananmen Square ,39th Army was one of the armies sent to Beijing to crack down protesters; there was insorbination in its 116th Division,add,2016-06-07,last_seen,2016-09-09
YY,木樨地蜡烛, Sweetclover candle,Muxidi Candle,Event,Tiananmen Square ,Muxidi was the area where there were most deaths and injuries during the Tiananmen Movement ,add,2016-06-07,last_seen,2016-09-09
YY,天安门散步, Tiananmen Walking,,Event,Tiananmen Square ,Walking is a way of peaceful commenmoration of the Tiananmen Movement that doesn't draw less attention from the police in mainland China ,add,2016-06-07,last_seen,2016-09-09
YY,天安门重返, To return to Tiananmen Square,,Event,Tiananmen Square ,some activsts advocate returing to or occupying Tiananmen Squre on June 4 to symbolize their protests,add,2016-06-07,last_seen,2016-09-09
YY,广场屠杀, Square massacre,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,天安门受难,Tiananmen Crucifixion,,Event,Tiananmen Square ,Reference to the suffering of victims of the June 4 1989 Tiananmen Square Massacre,add,2016-06-07,last_seen,2016-09-09
YY,占领天安门,Occupied Tiananmen Square,Occupy Tiananmen Square,Event,Tiananmen Square ,"Likely referring to a movement initiated by mainland Chinese activists in October 2014 to support Hong Kong people's ""Occupy Central"" protest: https://occupytiananmen.com/",add,2016-06-07,last_seen,2016-09-09
