word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
2057,贺国强,Person's name,,he guo qiang,"He Guoqiang is a high ranking official in the Communist Party of China. He is currently a member of the all powerful Politburo Standing Committee of the CPC, and the Secretary of the Central Commission for Discipline Inspection. The Commission was charged to investigate Bo Xilai's case. Recently, He Guoqiang was allegedly involved in a mysterious car accident that sparked rumours of assassination attempts related to Bo Xilai's case and internal fighting in the CPC. 

For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120909000077&cid=1101;http://en.wikipedia.org/wiki/He_Guoqiang.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Bo Xilai Scandal,2,Events
2058,贺力力,He Lili (Person's name),,he li li,He Lili was a workers' rights activist during the Tiananmen Square protests in 1989.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2059,贺卫方,Person's name,,he wei fang,"He Weifang is a professor at Beijing University and an activist advocating for the reform of China's judicial system. For his work and advocacy, he resigned from his position at Beijing University and has been harassed by government officials. For more information, please see: http://en.wikipedia.org/wiki/He_Weifang.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2060,賀國強,He Guoqiang (Person's name),,he guo qiang,"This name is written in traditional Chinese 

He Guoqiang is a high ranking official in the Communist Party of China. He is currently a member of the all powerful Politburo Standing Committee of the CPC, and the Secretary of the Central Commission for Discipline Inspection. The Commission was charged to investigate Bo Xilai's case. Recently, He Guoqiang was allegedly involved in a mysterious car accident that sparked rumours of assassination attempts related to Bo Xilai's case and internal fighting in the CPC. 

For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120909000077&cid=1101;http://en.wikipedia.org/wiki/He_Guoqiang.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Bo Xilai Scandal,2,Events
2061,黑幕,,Inside story,hei mu,Likely related to the CPC.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),48,Political
2062,横幅,Banner,,heng fu,This term is general but was also added with set of other keywords that appear related to Daiyo / Senkaku Island dispute in that category as well.,TOM-Skype,TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only,Diaoyu / Senkaku islands protests,24,Events
2063,呼唤,To call for,,huhuan,This is a generic term -- specific context unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2064,呼吁,To call for,,huyu,"Generic term often used by activists calling for social change, etc. Specific context unclear.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Human Rights,117,Political
2065,胡海青,Person's name,,hu hai qing,"Hu Haiqing is the daughter of Chinese president Hu Jintao. She is married to Daniel Mao, the former CEO of Sina.com. For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120505000075&cid=1601.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Relatives / Associates of Government Officials,105,People
2066,胡海清,Person's name,,hu hai qing,"Hu Haiqing is the daughter of Chinese president Hu Jintao. She is married to Daniel Mao, the former CEO of Sina.com. For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120505000075&cid=1601.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Relatives / Associates of Government Officials,105,People
2067,胡星斗,Person's name,,hu xing dou,"Hu Xingdou is a Chinese economist and professor at the Beijing Institute of Technology. He is also the founder of China Studies or ""Sinology."" For more information, please see: http://en.wikipedia.org/wiki/Hu_Xingdou. His personal website is: http://www.chinavalue.net/huxingdou/Home.aspx (Chinese).",Both,Sina UC List 1;Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Person Identity / Context Unclear,123,People
2068,胡耀邦,Person's name,,hu yao bang,"Hu Yaobang was a leader of the PRC and the CPC's Chairman from 1981 to 1982 and rose to prominence with Deng Xiaoping. Hu Yaobang pursued a series of economic and political reforms and was blamed by his political opponents for allowing widespread student protests in the 1980s. For more information, please see: http://en.wikipedia.org/wiki/Hu_Yaobang.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2069,胡长子,Hu's eldest son,,hu Zhangzi,"This is likely a reference to Hu Haifeng, Hu Jintao's son. Hu Haifeng is a prominent Chinese businessman. He was involved in several corruption scandals. For more information, please see: http://en.wikipedia.org/wiki/Hu_Haifeng.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Relatives / Associates of Government Officials,105,People
2070,互联网,,Internet,hulianwang,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Generic technology terms,125,Technology
2071,华人,Chinese people,,huaren,This is a general term used to refer to Chinese people.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,China,132,Political
2072,华岳,,China Mountain,hua yue,"This appears to be a Chinese-language website and forum that promotes and glorifies Mao Zedong. For more information, please see: http://washeng.net/HuaShan/B52.html.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Media,88,Political
2073,怀念,Remembrance/yearning/missing,,huainian,Exact context unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2074,黄奇帆,Huang Qifan (Person's name),,huang qi fan,"Huang Qifan is the mayor of Chongqing and a key political ally of Bo Xilai. Some say that his political career has been in jeopardy because of his support for Bo Xilai; however, in 2012, he was reelected to the Central Committee. For more information, please see: http://en.wikipedia.org/wiki/Huang_Qifan.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2075,回民,Hui people,,hui min,"""Hui min"" is a reference to a muslim ethnic group in China. For more information, please see: http://en.wikipedia.org/wiki/Hui_people.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Ethnic Groups,141,Political
2076,慧网,Enlightenment web (loose translation),,hui wang,This is likely a reference to a Falun Gong website: minghui.org.,Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2077,活动,Event/activity,,huodong,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2078,基督教,Christian/Christianity,,Jidujiao,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,87,Political
2079,基督徒,Christian,,Jidutu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,87,Political
2080,集合,Gathering,,jihe,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2081,集会,,Assembly or gathering,jihui,"This is likely related to the freedom of assembly [集會自由] (ji hui zi you). Perhaps this is an attempt to block online gatherings or online postings for Chinese citizens to gather or assemble. A prominent example was the call for a ""Jasmine revolution"" in China's major cities. The call first appeared in mid-February on websites such as Boxun.com, later on Twitter and overseas websites. The web post asked protesters to gather in major cities and protest against the Chinese government. Chinese authorities reacted by heavily guarding targeted streets and cracking down against activists and dissidents. For more information, please see: http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests; http://www.unhcr.org/refworld/country,,IFHR,,CHN,,4c160f27c,0.html.",Both,Sina UC List 3;TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2082,集结,,"Assemble, gather, build up",ji jie,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2083,集体,,Collective,jiti,Related to group gatherings.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2084,计划,,To plan,jihua,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2085,记者采访,,Journalist interview,jizhe caifang,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Media,139,Political
2086,纪念,Remembrance/memorial,,jinian,This is often related to the June 4 Tiananmen Square crackdown in 1989.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Tiananmen Square (June 4 1989),34,Events
2087,纪委,Central Commission for Discipline Inspection of the CPC,,ji wei,"This is an organization with the responsibility to deal with corruption and malfeasance among party cadres (i.e. Bo Xilai related scandal). For more information, please see: http://en.wikipedia.org/wiki/Central_Commission_for_Discipline_Inspection_of_the_Communist_Party_of_China.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Corruption Scandals,104,Political
2088,纪元记者,Epoch Times journalist,,jiyuan jizhe,Epoch Times is a Falun Gong related publication.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2089,纪元网,The Epoch Times online,,jiyuan wang,Falun Gong related publication.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2090,加油,,"Refuel or ""Come on!""",jiayou,"This is a generic term that does not have a specific context, but has been used, for example, during the Jasmine Revolution, to lend support (see: http://www.flickr.com/photos/kuraco/5458580129/ (Chinese)).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2091,监听器,Surveillance equipment,,jian ting qi,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Illicit Goods and Services,66,Social
2092,监狱,,Prison,jianyu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Detention,112,Political
2093,监政会,Monitoring the government,,jian zheng hui,"This is likely a reference to the Association of Chinese Citizens for Monitoring the Government. Its founder Guo Yongfeng has been harassed and persecuted by Chinese authorities. For more information, please see: http://www.huaxiabao.org/article.asp?IssueId=287&ArtNb=2.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Human Rights,55,Political
2094,见证,,Witness/testimony,jianzheng,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Law,130,Political
2095,建议,,Proposal/suggestion,jianyi,Specific context unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2096,江泽民,Jiang Zemin,,jiangzemin,"Jiang Zemin is the former president of China. For more information, please see: http://en.wikipedia.org/wiki/Jiang_Zemin.",Both,Sina UC List 2;Sina UC List 3;TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2097,疆独,Xinjiang Independence,,jiang du,"For more information on the issue of Xinjiang independence, and the conflicts between Uyghurs and the Chinese communist government, please see: http://en.wikipedia.org/wiki/East_Turkestan_independence_movement; http://en.wikipedia.org/wiki/July_2009_%C3%9Cr%C3%BCmqi_riots; http://en.wikipedia.org/wiki/Rebiya_Kadeer.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Ethnic Groups,62,Political
2098,疆獨,Xinjiang independence,,jiang du,"Xinjiang Independence – For more information on the issue of Xinjiang independence, and the conflicts between Uyghurs and the Chinese communist government, please see: http://en.wikipedia.org/wiki/East_Turkestan_independence_movement; http://en.wikipedia.org/wiki/July_2009_%C3%9Cr%C3%BCmqi_riots; http://en.wikipedia.org/wiki/Rebiya_Kadeer.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Ethnic Groups,62,Political
2099,讲法,Discuss Falun Gong,,jiang fa,"This is related to the leader of the Falun Gong, Li Hongzhi, making a speech/proselytizing about Falun Gong.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2100,教会,Church,,jiaohui,This is likely a reference to house churches and the persecution participants face at the hands of Chinese authorities.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,87,Political
2101,解放,,Liberation,jiefang,"Could be reference to the ""People's Liberation Army"" or any liberation brought to China by the CPC against the Kuomintang government.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),48,Political
2102,解封网站,,Unseal a website,jie feng wangzhan,"This is likely a reference to some circumvention software/program to ""jump"" over the Great Firewall of China or the heavy-handed censorship in China.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Censorship,53,Political
2103,解禁,Lifting the ban,,jie jin,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Censorship,83,Political
2104,解体,,Disintegration,jieti,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2105,戒严,,Martial law,jieyan,"Martial law is when military rule is imposed in regions/countries under times of emergencies. In China, martial law was imposed in May 1989 leading up to the Tiananmen crackdown on June 4, 1989 (http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989). More recently, martial law was declared in parts Xinjiang in 2009 (http://www.theepochtimes.com/n2/china-news/china-xinjiang-martial-law-19353.html), in Inner Mongolia in 2011 (http://www.cnn.com/2011/WORLD/asiapcf/05/28/china.martial.law/index.html)., and in Tibet (http://www.thestar.com/news/world/article/1088095--tibetan-regions-of-china-under-virtual-martial-law-monk-says).",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Tiananmen Square (June 4 1989),34,Events
2106,紧急,,Emergency/urgent,jinji,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2107,进京,Enter Beijing/capital,,jin jing,Reference to Beijing in general.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,China,132,Political
2108,进群交流,Enter group exchange,,jin qun jiaoliu,This is likely related to online forums for different topics of interest.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Generic technology terms,125,Technology
2109,禁毒处,Narcotics Division,,jindu chu,"This is likely a reference to the Narcotics Division, Security Bureau in Hong Kong. For more information, please see: http://www.nd.gov.hk/.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Domestic relations,111,Political
2110,禁食,Fasting,,jinshi,"This is likely a reference to a Muslim holiday that marks the end of Ramadan (the holy month of fasting). In China, this celebration has been banned. Rebiya Kadeer has called on the Chinese government to allow Uyghurs to observe this important holiday. For more information, please see: http://en.wikipedia.org/wiki/Eid_al-Fitr#China; http://www.aljazeera.com/indepth/features/2012/11/201211814321905928.html.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Ethnic Groups,62,Political
2111,禁书,Banned book,,jin shu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Censorship,83,Political
2112,精神病,Mental illness,,jingshenbing,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2113,警察,Police,,jingcha,"For information on law enforcement in China, please see: http://en.wikipedia.org/wiki/Law_enforcement_in_the_People's_Republic_of_China.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,National Security,106,Political
2114,警方拘捕,Arrested by police,,jingfang jubu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Detention,112,Political
2115,静坐,"Sit quietly, meditate",,jing zuo,Likely some religious context; unclear of specific context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,127,Political
2116,境外网站,Foreign/off shore websites,,jingwai wangzhan,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Western Websites/Social Media,115,Technology
2117,九評,Nine Commentaries,,jiu ping,"A reference to ""Nine Commentaries on the Communist Party"", a critique of China's government published in 2004 by the Epoch Times, a Falun-Gong-supported news organization.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),128,Political
2118,九一八,September 18 [1931],,jiuyiba,"This is likely a reference to the Mukden or Manchurian Incident. On September 18, 1931 a Japanese official blew up a Japanese owned railway in China near Mukden (now Shenyang). The Japanese officials used this as an excuse to lead a full invasion of and occupy Manchuria. For more information, please see: http://en.wikipedia.org/wiki/Mukden_Incident.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,International relations,91,Political
2119,局势,,Situation,jushi,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2120,局域网,,Local area network (LAN),ju yu wang,"The ""Great Chinese LAN"" is a reference to the closed/tightly monitored Internet system in China. For more information, see: http://chinadigitaltimes.net/space/The_Great_Chinese_LAN_%28local_area_network%29; http://en.wikipedia.org/wiki/Local_area_network.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Censorship,83,Political
2121,举国,,Nationwide,ju guo,"This could be related to the ""举国体制"" (ju guo ti zhi) (nationwide system). This is a notion where the national interest is of primary importance. In this system the deployment of all material, cultural and spiritual resources are used to further this national goal. For more information, please see: http://baike.baidu.com/view/1097263.htm (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),48,Political
2122,举行,,Hold (an event),juxing,This is a relatively general term that can be applied to different events - i.e. Jasmine Revolution protests or CPC Party Congresses.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2123,决策,,Policy decision,juece,"This appears to be government related, but unclear of exact/specific context.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Communist Party of China (CPC),48,Political
2124,绝食,Hunger strike,,jueshi,"This may be a reference to the hunger strike that student protesters began during the Tiananmen Square protests in 1989. For more information, please see: http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2125,军警,Military police,,jun jing,Unclear of exact context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,106,Political
2126,军事群,,Military group,junshi qun,Unclear of exact context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,106,Political
2127,军转安置,Resettlement of retired military officials,,jun zhuan anzhi,"For more information, please see: http://www.jhlyzz.cn/gonggongguanli/75147.html (Chinese + English); http://english.peopledaily.com.cn/90001/90776/90785/6401376.html.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,106,Political
2128,开幕式,Opening ceremony,,kaimushi,Unclear of exact context. Could be a reference to the 2008 Beijing Summer Olympics.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,2008 Olympics,86,Events
2129,开枪,Open fire/shot,,kaiqiang,Specific context unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2130,开斋,Open fast or Eid al-Fitr,,kai zhai,"This is likely a reference to a Muslim holiday that marks the end of Ramadan (the holy month of fasting). In China, this celebration has been banned. Rebiya Kadeer has called on the Chinese government to allow Uyghurs to observe this important holiday. For more information, please see: http://en.wikipedia.org/wiki/Eid_al-Fitr#China; http://www.aljazeera.com/indepth/features/2012/11/201211814321905928.html.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Ethnic Groups,62,Political
2131,抗暴,,Uprising,kang bao,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2132,抗衡,,Contend/counterbalance,kangheng,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2133,抗议,Protest,,kangyi,This term is general but was also added with set of other keywords that appear related to Daiyo / Senkaku Island dispute in that category as well.,TOM-Skype,TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only,Diaoyu / Senkaku islands protests,24,Events
2134,刻章,Carved Chinese stamps,,ke zhang,"This is likely a reference to the case of Liao Dan [廖丹], a laid-off worker, who forged a hospital stamp to make fake receipts in order to pay for his ill wife's vital dialysis treatments. Liao Dan was charged and prosecuted. For more information, please see: http://www.china.org.cn/opinion/2012-09/07/content_26457075.htm.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Victims of Crime / Violent Criminals,124,People
2135,恐怖组织,Terrorist organization,,kongbu zuzhi,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,National Security,135,Political
2136,口号,Slogan,,kouhao,This appears to be a general term without a specific context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2137,口號,Slogan,,kouhao,This is a term probably related to protests -- though the exact context is unclear.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Protest,64,Political
2138,骷髅会,,Skull and Bones,ku lou hui,"This is an undergraduate senior secret society at Yale University. For more information, please see: http://en.wikipedia.org/wiki/Skull_and_Bones.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,International relations,114,Political
2139,酷刑,Torture,,kuxing,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Detention,112,Political
2140,垮台,,Fail; downfall (political),kuatai,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Government,129,Political
2141,拉萨,,Lhasa,lasa,"Lhasa is the capital of the Tibet Autonomous Region in the PRC. For more information, please see: http://en.wikipedia.org/wiki/Lhasa.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Ethnic Groups,56,Political
2142,喇嘛,Lama,,lama,"High priest in Tibetan buddhist structure. For more information, please see: http://en.wikipedia.org/wiki/Lama.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Ethnic Groups,56,Political
2143,藍絲帶,Blue silk scarf / Blue Ribbon,,lan si dai,"Possibly reference to ""blue ribbon"" campaign? https://www.eff.org/pages/blue-ribbon-campaign",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Human Rights,117,Political
2144,藍絲巾,Blue silk scarf / Blue Ribbon,,lan si jin,Could be reference to EFF's blue ribbon campaign,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Human Rights,117,Political
2145,劳教所,Re-education through labor (RTL) facility,,laojiao suo,"RTL is a controversial system of administrative detention in the People's Republic of China. It is used to detain individuals without going through the formal criminal system. This type of punishment has been frequently used to detain activists, rights defenders, and dissidents. For more information, please see: http://en.wikipedia.org/wiki/Re-education_through_labor.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Detention,112,Political
2146,老百姓,Citizens; ordinary people,,laobaixing,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2147,离休,,Retired,lixiu,,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Context unclear,110,Misc
2148,李長春,Person's name,,li changchun,"Li Changchun is a high ranking member of the Communist Party of China. He is currently the propaganda chief and a member of the all powerful Politburo Standing Committee of the CPC (China's de facto top power organ). In 2010, according to a leak on WikiLeaks, Li Changchun and Zhou Yongkang oversaw China's cyber attack against Google. For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2149,李長江,Person's name,,li changjiang,"Li Changjiang was a minister of the CPC and party Chief of the General Administration of Quality Supervision, Inspection, and Quarantine of the PRC. He was involved in the milk scandal and forced to resign in September 2008. For more information, please see: http://en.wikipedia.org/wiki/Li_Changjiang.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Tainted Milk Scandal,108,Events
2150,李常春,Person's name (homonym),,li chang chun,"This is likely a reference to Li Changchun [李长春], the former propaganda chief of the CPC. He has been linked to Internet related censorship. For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2151,李大鸟,Person's name,,li da niao,Unclear of context.,TOM-Skype,TOM-Skype 5.1 Surveillance-only,Person Identity / Context Unclear,123,People
2152,李大同,Li Datong (Person's name),,li Datong,"Li Datong was formerly the managing editor of ""Freezing Point"" a section of the ""China Youth Daily"" newspaper. However, he was fired for publishing a letter criticizing censorship and government control of the press. For more information, please see: http://en.wikipedia.org/wiki/Li_Datong.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2153,李德胜,Person's name (homonym),,li de sheng,"This is likely a reference to Li Desheng [李德生], a former general in the People's Liberation Army, and the Director of the PLA's General Political Department between 1969 and 1975 (during the Cultural Revolution). For more information, please see: http://en.wikipedia.org/wiki/Li_Desheng.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2154,李弘志,"Li Hongzhi (Person's name, homonym)",,li hong zhi,"This is likely a homonym for ""李洪志"" (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2155,李红志,"Li Hongzhi (Person's name, homonym)",,li hong zhi,"This is likely a homonym for ""李洪志"" (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2156,李洪志,Li Hongzhi (Person's name),,li hong zhi,"Li Hongzhi was the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",Both,Sina UC List 1;Sina UC List 2;TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2157,李紅志,Person's name (homonym),,li hong zhi,"This is likely a homonym for ""李洪志"" (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2158,李鸿志,"Li Hongzhi (Person's name, homonym)",,li hong zhi,"This is likely a homonym for ""李洪志"" (Li Hongzhi), the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Religion,47,Political
2159,李克强,Person's name,,li ke qiang,"Li Keqiang, the first ranked vice-premier and deputy party secretary of China's State Council is very likely to succeed Wen Jiabao as the next premier of China. http://www.businessspectator.com.au/bs.nsf/Article/China-election-leaders-USA-political-reform-china--pd20121003-YQ6TF?OpenDocument&src=sph%20&src=rot.",Both,Sina UC List 2;TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2160,李岚清,Person's name,,li lan qing,"Li Lanqing is a prominent Chinese politician and a former Vice Premier of the PRC under Premier Zhu Rongji and President Jiang Zemin. For more information, please see: http://en.wikipedia.org/wiki/Li_Lanqing.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2161,李嵐清,Person's name (traditional Chinese),,li lan qing,"Li Lanqing is a prominent Chinese politician and a former Vice Premier of the PRC under Premier Zhu Rongji and President Jiang Zemin. For more information, please see: http://en.wikipedia.org/wiki/Li_Lanqing.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2162,李瑞环,Person's name,,li rui huan,"Li Ruihuan is a politician of the PRC. He is a member of the Standing Committee of the Politburo of the 15th Central Committee of the CPC. For more information, please see: http://en.wikipedia.org/wiki/Li_Ruihuan.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2163,李瑞環,Person's name (traditional Chinese),,li rui huan,"Li Ruihuan is a politician of the PRC. He is a member of the Standing Committee of the Politburo of the 15th Central Committee of the CPC. For more information, please see: http://en.wikipedia.org/wiki/Li_Ruihuan.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2164,李慎之,Li Shenzhi (Person's name),,li shen zhi,"Li Shenzhi was a prominent Chinese social scientist and intellectual, and a spokesperson for the CPC. He later became a critic of authoritarianism and supported liberalism. For more information, please see: http://en.wikipedia.org/wiki/Li_Shenzhi.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official;Dissident / Activist,119;93,People
2165,李盛霖,Person's name,,li sheng lin,"Li Shenglin is the current Minister of Transport of the PRC. For more information, please see: http://en.wikipedia.org/wiki/Li_Shenglin.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2166,李苏斌,Li Subin (Person's name),,li su bin,"李苏斌 is a homonym and likely a reference to Li Subin [李苏滨], a Chinese rights defense lawyer who filed a complaint against the Beijing Xicheng District People's Court against the Beijing Judicial Bureau. He argues that the judicial authorities violated the law for not accepting his lawyer's file and prevented him from getting a lawyer's license. For more information, please see: http://www.hrichina.org/content/303.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Dissident / Activist,93,People
2167,李铁映,Person's name,,li tie ying,"Li Tieying was a Vice Chairman of the Standing Committee of the National People's Congress in the PRC. For more information, please see: http://en.wikipedia.org/wiki/Li_Tieying.",TOM-Skype,TOM-Skype 5.1 Surveillance-only,CPC member / Gov official,119,People
2168,李万钧,Person's name,,li wan jun,"Unclear of exact context. 
However, this could be one of a few people: (a) the Party Secretary of the Beijing Municipal Bureau of Civil Affairs; (b) a professor at the Fujian Normal University. For more information, please see: http://baike.baidu.com/view/5565695.htm (Chinese).",TOM-Skype,TOM-Skype 5.1 Surveillance-only,Person Identity / Context Unclear,123,People
